ds,y,type
2016-02-27,123.03796916949774,forecast
2016-02-28,81.82097057111753,forecast
2016-02-29,59.03563599228164,forecast
2016-03-01,65.84107723731579,forecast
2016-03-02,101.7245155922943,forecast
2016-03-03,97.30934220946574,forecast
2016-03-04,115.97977114210947,forecast
2016-03-05,169.37327902780643,forecast
2016-03-06,124.12262549978203,forecast
2016-03-07,97.86113114944459,forecast
2016-03-08,101.09161606769834,forecast
2016-03-09,132.20579537567957,forecast
2016-03-10,122.06998902531062,forecast
2016-03-11,135.74005062858828,forecast
2016-03-12,186.2635631066914,forecast
2016-03-13,139.75752695257498,forecast
2016-03-14,111.65344315073041,forecast
2016-03-15,110.70469211939636,forecast
2016-03-16,136.03260870703107,forecast
2016-03-17,121.51301485454191,forecast
2016-03-18,134.96264506368038,forecast
2016-03-19,189.24278544383458,forecast
2016-03-20,146.9607708864728,forecast
2016-03-21,119.16010783297048,forecast
2016-03-22,112.58035330223169,forecast
2016-03-23,128.0407956500176,forecast
2016-03-24,103.26693978416397,forecast
2016-03-25,109.1864309595398,forecast
2016-03-26,159.38187889771933,forecast
2016-03-27,115.55797366903433,forecast
2016-03-28,88.22409534370323,forecast
2016-03-29,84.93180876268586,forecast
2016-03-30,107.58811204191164,forecast
2016-03-31,93.33208475869682,forecast
2016-04-01,110.16013608955947,forecast
2016-04-02,167.94375005776345,forecast
2016-04-03,126.44697185963562,forecast
2016-04-04,97.25940582064487,forecast
2016-04-05,90.86321648095027,forecast
2016-04-06,111.4765366473035,forecast
2016-04-07,96.43241908325246,forecast
2016-04-08,112.5113181052784,forecast
2016-04-09,168.92041658552904,forecast
2016-04-10,126.40118658086618,forecast
2016-04-11,98.23223478944684,forecast
2016-04-12,95.33527993540417,forecast
2016-04-13,120.26095037971267,forecast
2016-04-14,107.91157104667644,forecast
2016-04-15,124.27601585340004,forecast
2016-04-16,180.49949846527193,forecast
2016-04-17,140.47750070705905,forecast
2016-04-18,118.89485421971953,forecast
2016-04-19,124.56812453458186,forecast
2016-04-20,155.5814222163435,forecast
2016-04-21,143.21801083862434,forecast
2016-04-22,153.2708745043191,forecast
2016-04-23,199.95493971221208,forecast
2016-04-24,150.96011433085823,forecast
2016-04-25,122.93685196029938,forecast
2016-04-26,124.40234137174747,forecast
2016-04-27,152.52242736435684,forecast
2016-04-28,138.78008699094306,forecast
2016-04-29,150.2264614287261,forecast
2016-04-30,201.62299459596,forecast
2016-05-01,158.94038662376934,forecast
2016-05-02,135.30993679644416,forecast
2016-05-03,136.25570720602465,forecast
2016-05-04,158.63545819268134,forecast
2016-05-05,136.34600451937837,forecast
2016-05-06,139.49070073014528,forecast
2016-05-07,184.26673798551838,forecast
2016-05-08,136.04647381037776,forecast
2016-05-09,106.89954676703456,forecast
2016-05-10,102.60205574477995,forecast
2016-05-11,121.66764510865002,forecast
2016-05-12,99.36300138740631,forecast
2016-05-13,105.21189416641852,forecast
2016-05-14,153.12365084031487,forecast
2016-05-15,106.61475710060324,forecast
2016-05-16,78.35990135112068,forecast
2016-05-17,77.0046008116901,forecast
2016-05-18,103.6707267402812,forecast
2016-05-19,93.27664639040546,forecast
2016-05-20,111.66846643960072,forecast
2016-05-21,168.19706201748255,forecast
2016-05-22,124.19573872150745,forecast
2016-05-23,93.87241620513947,forecast
2016-05-24,89.56563742404822,forecast
2016-05-25,115.36284707138799,forecast
2016-05-26,106.7727283336423,forecast
2016-05-27,128.6247650975056,forecast
2016-05-28,189.6410901477692,forecast
2016-05-29,151.89367697707556,forecast
2016-05-30,130.62754528890915,forecast
2016-05-31,137.5678956541256,forecast
2016-06-01,173.86816168439748,forecast
2016-06-02,171.34719405423587,forecast
2016-06-03,192.93859720895415,forecast
2016-06-04,248.51186046673791,forecast
2016-06-05,203.1574651688756,forecast
2016-06-06,174.538207859697,forecast
2016-06-07,174.69619047207064,forecast
2016-06-08,203.70530584495594,forecast
2016-06-09,192.86691324934398,forecast
2016-06-10,206.24593770140686,forecast
2016-06-11,255.5583893173664,forecast
2016-06-12,206.49191740070827,forecast
2016-06-13,175.19600298503795,forecast
2016-06-14,171.42935252418243,forecast
2016-06-15,194.61148852036743,forecast
2016-06-16,178.10586305872638,forecast
2016-06-17,189.23960785587326,forecast
2016-06-18,241.22494328589036,forecast
2016-06-19,197.71421663231234,forecast
2016-06-20,170.43865349562208,forecast
2016-06-21,165.56361888960086,forecast
2016-06-22,182.3154919806999,forecast
2016-06-23,157.10731198958263,forecast
2016-06-24,161.01826949350718,forecast
2016-06-25,209.16274314470627,forecast
2016-06-26,164.8107753772808,forecast
2016-06-27,138.6750140717193,forecast
2016-06-28,137.00532165856458,forecast
2016-06-29,160.15893447300004,forecast
2016-06-30,144.95911937110205,forecast
2016-07-01,160.62387383622888,forecast
2016-07-02,218.6041577565225,forecast
2016-07-03,179.03380086730164,forecast
2016-07-04,152.1788754069351,forecast
2016-07-05,146.57247925336608,forecast
2016-07-06,165.5044422229542,forecast
2016-07-07,147.12796023311483,forecast
2016-07-08,159.97314997756928,forecast
2016-07-09,214.35813100790398,forecast
2016-07-10,170.6175786588602,forecast
2016-07-11,140.64338939915714,forecast
2016-07-12,134.33023431337136,forecast
2016-07-13,154.40192379461845,forecast
2016-07-14,136.75879454569971,forecast
2016-07-15,148.13059388149108,forecast
2016-07-16,199.51505891673384,forecast
2016-07-17,154.20802864929558,forecast
2016-07-18,126.81625432251431,forecast
2016-07-19,127.00495324885998,forecast
2016-07-20,153.9484472924771,forecast
2016-07-21,139.12296448302243,forecast
2016-07-22,147.212312219632,forecast
2016-07-23,190.88427108121084,forecast
2016-07-24,137.26079569255637,forecast
2016-07-25,104.04039524725553,forecast
2016-07-26,101.59488847713801,forecast
2016-07-27,128.18562976142022,forecast
2016-07-28,114.74872753943328,forecast
2016-07-29,126.7782315025766,forecast
2016-07-30,178.03196693096663,forecast
2016-07-31,135.05175071418876,forecast
2016-08-01,112.61493116160646,forecast
2016-08-02,117.39588361794098,forecast
2016-08-03,145.73241138694382,forecast
2016-08-04,129.66114052712422,forecast
2016-08-05,137.62998278205094,forecast
2016-08-06,185.73387688855593,forecast
2016-08-07,140.73702953930996,forecast
2016-08-08,116.23137982026978,forecast
2016-08-09,118.25933330521468,forecast
2016-08-10,144.16985588332187,forecast
2016-08-11,127.72329376846399,forecast
2016-08-12,137.84234805764646,forecast
2016-08-13,188.98969866748277,forecast
2016-08-14,145.5335333536346,forecast
2016-08-15,120.3077996778807,forecast
2016-08-16,121.32478977131703,forecast
2016-08-17,149.1169677097264,forecast
2016-08-18,138.87738117643403,forecast
2016-08-19,157.4464007518785,forecast
2016-08-20,214.838732730012,forecast
2016-08-21,171.81717802414505,forecast
2016-08-22,141.02805877838725,forecast
2016-08-23,133.55576228675943,forecast
2016-08-24,153.7232932293763,forecast
2016-08-25,138.67888574810956,forecast
2016-08-26,154.94638515178937,forecast
2016-08-27,211.59834092255673,forecast
2016-08-28,169.56674941976263,forecast
2016-08-29,142.71921409589982,forecast
2016-08-30,142.64383427138722,forecast
2016-08-31,171.89626004371635,forecast
2016-09-01,164.0528281840988,forecast
2016-09-02,182.5878129202781,forecast
2016-09-03,236.20656605795145,forecast
2016-09-04,188.19429341718126,forecast
2016-09-05,155.40992290263682,forecast
2016-09-06,150.81748183250923,forecast
2016-09-07,176.31690636163168,forecast
2016-09-08,164.36934429750082,forecast
2016-09-09,178.65280053586062,forecast
2016-09-10,229.4867552441266,forecast
2016-09-11,181.492323508866,forecast
2016-09-12,150.92380142289352,forecast
2016-09-13,148.44219042777073,forecast
2016-09-14,174.08706236357705,forecast
2016-09-15,160.93136515820825,forecast
2016-09-16,175.54085306908593,forecast
2016-09-17,230.8732293578717,forecast
2016-09-18,191.2427692679139,forecast
2016-09-19,169.27861377031866,forecast
2016-09-20,171.14612040607832,forecast
2016-09-21,194.77379609714487,forecast
2016-09-22,174.84799608389213,forecast
2016-09-23,181.7142598863883,forecast
2016-09-24,231.38752543452617,forecast
2016-09-25,188.86709395194615,forecast
2016-09-26,165.86125700615378,forecast
2016-09-27,168.00139156838208,forecast
2016-09-28,194.0463048483883,forecast
2016-09-29,179.80584371198432,forecast
2016-09-30,195.09130138896293,forecast
2016-10-01,253.05345794126902,forecast
2016-10-02,215.06060151921335,forecast
2016-10-03,190.9713422611275,forecast
2016-10-04,187.59664880758737,forecast
2016-10-05,206.73105125082648,forecast
2016-10-06,186.60362722750583,forecast
2016-10-07,197.32786442045239,forecast
2016-10-08,250.9440931959325,forecast
2016-10-09,208.25632570488685,forecast
2016-10-10,180.19252646080514,forecast
2016-10-11,175.33409020758398,forecast
2016-10-12,195.98388637192417,forecast
2016-10-13,178.7578243793551,forecast
2016-10-14,191.37711056007467,forecast
2016-10-15,245.11201619218565,forecast
2016-10-16,202.7085761971659,forecast
2016-10-17,178.2350698363886,forecast
2016-10-18,181.648027818206,forecast
2016-10-19,213.0974202681552,forecast
2016-10-20,204.66939834920154,forecast
2016-10-21,220.38893257396094,forecast
2016-10-22,271.2412157112787,forecast
2016-10-23,222.94302472757792,forecast
2016-10-24,193.250801753377,forecast
2016-10-25,193.9758299800461,forecast
2016-10-26,224.8560433513632,forecast
2016-10-27,216.9477551096433,forecast
2016-10-28,234.3680313967211,forecast
2016-10-29,289.2593444563588,forecast
